Neuron1,Neuron2,BumpScore,Rank
n081_R_CA1_wire_5_cell_1,n082_R_CA1_wire_5_cell_2,39.69696969696969,1
n081_R_CA1_wire_5_cell_1,n097_R_CA1_wire_1_cell_1,33.42857142857142,2
n042_L_CA1_wire_3_cell_2,n081_R_CA1_wire_5_cell_1,22.169491525423723,3
n014_L_CA3_wire_4_cell_2,n042_L_CA1_wire_3_cell_2,21.747899159663856,4
n014_L_CA3_wire_4_cell_2,n082_R_CA1_wire_5_cell_2,21.64705882352939,5
n042_L_CA1_wire_3_cell_2,n082_R_CA1_wire_5_cell_2,21.544715447154474,6
n014_L_CA3_wire_4_cell_2,n097_R_CA1_wire_1_cell_1,19.264069264069263,7
n042_L_CA1_wire_3_cell_2,n097_R_CA1_wire_1_cell_1,17.88059701492537,8
n005_L_CA3_wire_2_cell_1,n097_R_CA1_wire_1_cell_1,17.100424328147096,9
n014_L_CA3_wire_4_cell_2,n081_R_CA1_wire_5_cell_1,15.921568627450966,10
n082_R_CA1_wire_5_cell_2,n097_R_CA1_wire_1_cell_1,13.826558265582653,11
n005_L_CA3_wire_2_cell_1,n042_L_CA1_wire_3_cell_2,12.817307692307688,12
n005_L_CA3_wire_2_cell_1,n082_R_CA1_wire_5_cell_2,7.06254392129304,13
n005_L_CA3_wire_2_cell_1,n081_R_CA1_wire_5_cell_1,5.894736842105261,14
n005_L_CA3_wire_2_cell_1,n014_L_CA3_wire_4_cell_2,5.806605177030641,15
