Neuron1,Neuron2,BumpScore,Rank
n010_L_CA3_wire_3_cell_2,n078_R_CA1_wire_4_cell_2,88.0,1
n010_L_CA3_wire_3_cell_2,n017_L_CA3_wire_5_cell_1,86.0,2
n010_L_CA3_wire_3_cell_2,n085_R_CA1_wire_6_cell_1,80.0,3
n010_L_CA3_wire_3_cell_2,n081_R_CA1_wire_5_cell_1,78.0,4
n010_L_CA3_wire_3_cell_2,n105_R_CA3_wire_3_cell_1,74.0,5
n010_L_CA3_wire_3_cell_2,n118_R_CA3_wire_6_cell_2,72.0,6
n081_R_CA1_wire_5_cell_1,n085_R_CA1_wire_6_cell_1,62.0,7
n081_R_CA1_wire_5_cell_1,n105_R_CA3_wire_3_cell_1,59.67539267015706,8
n078_R_CA1_wire_4_cell_2,n105_R_CA3_wire_3_cell_1,59.27272727272728,9
n017_L_CA3_wire_5_cell_1,n078_R_CA1_wire_4_cell_2,58.58823529411765,10
n078_R_CA1_wire_4_cell_2,n081_R_CA1_wire_5_cell_1,58.0,11
n010_L_CA3_wire_3_cell_2,n110_R_CA3_wire_4_cell_2,57.999999999999986,12
n085_R_CA1_wire_6_cell_1,n118_R_CA3_wire_6_cell_2,54.36986301369862,13
n017_L_CA3_wire_5_cell_1,n081_R_CA1_wire_5_cell_1,54.0,14
n013_L_CA3_wire_4_cell_1,n017_L_CA3_wire_5_cell_1,53.859296482412056,15
n005_L_CA3_wire_2_cell_1,n010_L_CA3_wire_3_cell_2,52.94736842105264,16
n017_L_CA3_wire_5_cell_1,n105_R_CA3_wire_3_cell_1,51.71428571428571,17
n010_L_CA3_wire_3_cell_2,n013_L_CA3_wire_4_cell_1,50.0,18
n077_R_CA1_wire_4_cell_1,n081_R_CA1_wire_5_cell_1,48.701149425287355,19
n078_R_CA1_wire_4_cell_2,n085_R_CA1_wire_6_cell_1,48.18181818181818,20
n085_R_CA1_wire_6_cell_1,n105_R_CA3_wire_3_cell_1,45.818181818181806,21
n013_L_CA3_wire_4_cell_1,n078_R_CA1_wire_4_cell_2,45.333333333333336,22
n017_L_CA3_wire_5_cell_1,n077_R_CA1_wire_4_cell_1,45.18181818181818,23
n077_R_CA1_wire_4_cell_1,n105_R_CA3_wire_3_cell_1,43.77669902912621,24
n017_L_CA3_wire_5_cell_1,n085_R_CA1_wire_6_cell_1,43.58490566037736,25
n013_L_CA3_wire_4_cell_1,n081_R_CA1_wire_5_cell_1,43.14285714285713,26
n010_L_CA3_wire_3_cell_2,n077_R_CA1_wire_4_cell_1,42.264150943396224,27
n010_L_CA3_wire_3_cell_2,n014_L_CA3_wire_4_cell_2,41.78723404255319,28
n010_L_CA3_wire_3_cell_2,n041_L_CA1_wire_3_cell_1,41.63636363636364,29
n010_L_CA3_wire_3_cell_2,n097_R_CA1_wire_1_cell_1,41.52941176470588,30
n078_R_CA1_wire_4_cell_2,n118_R_CA3_wire_6_cell_2,41.291338582677156,31
n013_L_CA3_wire_4_cell_1,n105_R_CA3_wire_3_cell_1,39.30769230769229,32
n014_L_CA3_wire_4_cell_2,n041_L_CA1_wire_3_cell_1,38.42478760619689,33
n081_R_CA1_wire_5_cell_1,n118_R_CA3_wire_6_cell_2,36.0377358490566,34
n017_L_CA3_wire_5_cell_1,n118_R_CA3_wire_6_cell_2,35.686274509803916,35
n077_R_CA1_wire_4_cell_1,n078_R_CA1_wire_4_cell_2,34.44736842105263,36
n005_L_CA3_wire_2_cell_1,n041_L_CA1_wire_3_cell_1,34.20430107526882,37
n017_L_CA3_wire_5_cell_1,n041_L_CA1_wire_3_cell_1,32.157303370786515,38
n041_L_CA1_wire_3_cell_1,n085_R_CA1_wire_6_cell_1,32.13186813186813,39
n081_R_CA1_wire_5_cell_1,n110_R_CA3_wire_4_cell_2,31.874999999999993,40
n005_L_CA3_wire_2_cell_1,n078_R_CA1_wire_4_cell_2,31.796610169491522,41
n078_R_CA1_wire_4_cell_2,n110_R_CA3_wire_4_cell_2,31.79487179487179,42
n077_R_CA1_wire_4_cell_1,n085_R_CA1_wire_6_cell_1,31.414634146341466,43
n017_L_CA3_wire_5_cell_1,n097_R_CA1_wire_1_cell_1,31.248677248677254,44
n105_R_CA3_wire_3_cell_1,n118_R_CA3_wire_6_cell_2,30.656716417910452,45
