Neuron1,Neuron2,BumpScore,Rank
n010_L_CA3_wire_3_cell_2,n106_R_CA3_wire_3_cell_2,98.0,1
n010_L_CA3_wire_3_cell_2,n105_R_CA3_wire_3_cell_1,94.00000000000001,2
n010_L_CA3_wire_3_cell_2,n097_R_CA1_wire_1_cell_1,94.0,3
n013_L_CA3_wire_4_cell_1,n106_R_CA3_wire_3_cell_2,92.00000000000009,4
n097_R_CA1_wire_1_cell_1,n106_R_CA3_wire_3_cell_2,88.0,5
n097_R_CA1_wire_1_cell_1,n105_R_CA3_wire_3_cell_1,71.99999999999997,6
n013_L_CA3_wire_4_cell_1,n105_R_CA3_wire_3_cell_1,69.99999999999993,7
n010_L_CA3_wire_3_cell_2,n082_R_CA1_wire_5_cell_2,65.99999999999997,8
n005_L_CA3_wire_2_cell_1,n106_R_CA3_wire_3_cell_2,61.999999999999986,9
n013_L_CA3_wire_4_cell_1,n097_R_CA1_wire_1_cell_1,53.999999999999986,10
n082_R_CA1_wire_5_cell_2,n097_R_CA1_wire_1_cell_1,47.99999999999999,11
n042_L_CA1_wire_3_cell_2,n106_R_CA3_wire_3_cell_2,41.99999999999999,12
n005_L_CA3_wire_2_cell_1,n097_R_CA1_wire_1_cell_1,41.99999999999999,13
n010_L_CA3_wire_3_cell_2,n014_L_CA3_wire_4_cell_2,38.21247113163972,14
n005_L_CA3_wire_2_cell_1,n010_L_CA3_wire_3_cell_2,36.454148471615724,15
n082_R_CA1_wire_5_cell_2,n106_R_CA3_wire_3_cell_2,35.111111111111114,16
n014_L_CA3_wire_4_cell_2,n106_R_CA3_wire_3_cell_2,34.0,17
n042_L_CA1_wire_3_cell_2,n097_R_CA1_wire_1_cell_1,32.909090909090914,18
n010_L_CA3_wire_3_cell_2,n042_L_CA1_wire_3_cell_2,32.24242424242425,19
n010_L_CA3_wire_3_cell_2,n013_L_CA3_wire_4_cell_1,31.32467532467533,20
n014_L_CA3_wire_4_cell_2,n097_R_CA1_wire_1_cell_1,30.980392156862738,21
n014_L_CA3_wire_4_cell_2,n105_R_CA3_wire_3_cell_1,29.225806451612893,22
n005_L_CA3_wire_2_cell_1,n105_R_CA3_wire_3_cell_1,27.910447761194014,23
n042_L_CA1_wire_3_cell_2,n105_R_CA3_wire_3_cell_1,20.588235294117638,24
n005_L_CA3_wire_2_cell_1,n014_L_CA3_wire_4_cell_2,19.652056641942007,25
n082_R_CA1_wire_5_cell_2,n105_R_CA3_wire_3_cell_1,18.79295154185022,26
n105_R_CA3_wire_3_cell_1,n106_R_CA3_wire_3_cell_2,14.685064935064936,27
n013_L_CA3_wire_4_cell_1,n082_R_CA1_wire_5_cell_2,12.415841584158416,28
n013_L_CA3_wire_4_cell_1,n014_L_CA3_wire_4_cell_2,9.233190271816884,29
n014_L_CA3_wire_4_cell_2,n082_R_CA1_wire_5_cell_2,7.963547995139729,30
n005_L_CA3_wire_2_cell_1,n013_L_CA3_wire_4_cell_1,7.089906232763373,31
n005_L_CA3_wire_2_cell_1,n082_R_CA1_wire_5_cell_2,6.812398042414352,32
n042_L_CA1_wire_3_cell_2,n082_R_CA1_wire_5_cell_2,6.2591645353793695,33
n013_L_CA3_wire_4_cell_1,n042_L_CA1_wire_3_cell_2,5.242424242424241,34
n014_L_CA3_wire_4_cell_2,n042_L_CA1_wire_3_cell_2,5.036144578313251,35
n005_L_CA3_wire_2_cell_1,n042_L_CA1_wire_3_cell_2,5.021745981720765,36
