Neuron1,Neuron2,BumpScore,Rank
n017_L_CA3_wire_5_cell_1,n042_L_CA1_wire_3_cell_2,16.219679633867273,1
n041_L_CA1_wire_3_cell_1,n042_L_CA1_wire_3_cell_2,12.19522776572668,2
n014_L_CA3_wire_4_cell_2,n042_L_CA1_wire_3_cell_2,11.683284457478003,3
n042_L_CA1_wire_3_cell_2,n097_R_CA1_wire_1_cell_1,9.794871794871796,4
n014_L_CA3_wire_4_cell_2,n017_L_CA3_wire_5_cell_1,9.291479820627801,5
n017_L_CA3_wire_5_cell_1,n097_R_CA1_wire_1_cell_1,8.624203821656051,6
n017_L_CA3_wire_5_cell_1,n041_L_CA1_wire_3_cell_1,8.419928825622776,7
n042_L_CA1_wire_3_cell_2,n082_R_CA1_wire_5_cell_2,7.8876404494382015,8
n014_L_CA3_wire_4_cell_2,n097_R_CA1_wire_1_cell_1,7.021582733812949,9
n017_L_CA3_wire_5_cell_1,n082_R_CA1_wire_5_cell_2,6.790945406125166,10
n041_L_CA1_wire_3_cell_1,n097_R_CA1_wire_1_cell_1,6.395843174303257,11
n014_L_CA3_wire_4_cell_2,n041_L_CA1_wire_3_cell_1,5.960159362549798,12
n014_L_CA3_wire_4_cell_2,n082_R_CA1_wire_5_cell_2,5.792746113989637,13
n082_R_CA1_wire_5_cell_2,n097_R_CA1_wire_1_cell_1,5.691078561917441,14
n041_L_CA1_wire_3_cell_1,n082_R_CA1_wire_5_cell_2,5.3605220228384995,15
