Neuron1,Neuron2,BumpScore,Rank
n013_L_CA3_wire_4_cell_1,n017_L_CA3_wire_5_cell_1,12.799620132953466,1
n078_R_CA1_wire_4_cell_2,n109_R_CA3_wire_4_cell_1,11.989637305699484,2
n017_L_CA3_wire_5_cell_1,n109_R_CA3_wire_4_cell_1,11.502696225284602,3
n017_L_CA3_wire_5_cell_1,n041_L_CA1_wire_3_cell_1,11.466666666666669,4
n017_L_CA3_wire_5_cell_1,n042_L_CA1_wire_3_cell_2,11.367741935483869,5
n105_R_CA3_wire_3_cell_1,n109_R_CA3_wire_4_cell_1,11.291248206599711,6
n017_L_CA3_wire_5_cell_1,n077_R_CA1_wire_4_cell_1,11.0527817403709,7
n005_L_CA3_wire_2_cell_1,n017_L_CA3_wire_5_cell_1,11.003186162949477,8
n078_R_CA1_wire_4_cell_2,n105_R_CA3_wire_3_cell_1,10.888888888888888,9
n014_L_CA3_wire_4_cell_2,n017_L_CA3_wire_5_cell_1,10.585088599130723,10
n005_L_CA3_wire_2_cell_1,n041_L_CA1_wire_3_cell_1,10.128843338213763,11
n041_L_CA1_wire_3_cell_1,n077_R_CA1_wire_4_cell_1,10.01393728222997,12
n017_L_CA3_wire_5_cell_1,n078_R_CA1_wire_4_cell_2,9.857142857142856,13
n017_L_CA3_wire_5_cell_1,n082_R_CA1_wire_5_cell_2,9.816554809843401,14
n041_L_CA1_wire_3_cell_1,n042_L_CA1_wire_3_cell_2,9.742857142857144,15
n013_L_CA3_wire_4_cell_1,n041_L_CA1_wire_3_cell_1,9.675232367413887,16
n014_L_CA3_wire_4_cell_2,n097_R_CA1_wire_1_cell_1,9.593366979091565,17
n017_L_CA3_wire_5_cell_1,n105_R_CA3_wire_3_cell_1,9.565714285714284,18
n017_L_CA3_wire_5_cell_1,n097_R_CA1_wire_1_cell_1,9.549012816072047,19
n014_L_CA3_wire_4_cell_2,n078_R_CA1_wire_4_cell_2,9.510729613733906,20
n077_R_CA1_wire_4_cell_1,n105_R_CA3_wire_3_cell_1,9.34513274336283,21
n077_R_CA1_wire_4_cell_1,n082_R_CA1_wire_5_cell_2,9.299145299145298,22
n077_R_CA1_wire_4_cell_1,n109_R_CA3_wire_4_cell_1,9.142857142857142,23
n041_L_CA1_wire_3_cell_1,n109_R_CA3_wire_4_cell_1,9.062500000000002,24
n077_R_CA1_wire_4_cell_1,n097_R_CA1_wire_1_cell_1,9.013157894736842,25
n082_R_CA1_wire_5_cell_2,n110_R_CA3_wire_4_cell_2,8.989619377162631,26
n013_L_CA3_wire_4_cell_1,n078_R_CA1_wire_4_cell_2,8.974093264248703,27
n013_L_CA3_wire_4_cell_1,n097_R_CA1_wire_1_cell_1,8.940954180444026,28
n077_R_CA1_wire_4_cell_1,n078_R_CA1_wire_4_cell_2,8.89487870619946,29
n078_R_CA1_wire_4_cell_2,n110_R_CA3_wire_4_cell_2,8.83790523690773,30
n105_R_CA3_wire_3_cell_1,n110_R_CA3_wire_4_cell_2,8.837209302325583,31
n017_L_CA3_wire_5_cell_1,n110_R_CA3_wire_4_cell_2,8.797507788161994,32
n042_L_CA1_wire_3_cell_2,n077_R_CA1_wire_4_cell_1,8.717703349282296,33
n005_L_CA3_wire_2_cell_1,n109_R_CA3_wire_4_cell_1,8.675381263616558,34
n014_L_CA3_wire_4_cell_2,n041_L_CA1_wire_3_cell_1,8.597402597402597,35
n085_R_CA1_wire_6_cell_1,n110_R_CA3_wire_4_cell_2,8.518518518518519,36
n078_R_CA1_wire_4_cell_2,n082_R_CA1_wire_5_cell_2,8.507462686567164,37
n005_L_CA3_wire_2_cell_1,n078_R_CA1_wire_4_cell_2,8.442953020134228,38
n097_R_CA1_wire_1_cell_1,n110_R_CA3_wire_4_cell_2,8.40512223515716,39
n005_L_CA3_wire_2_cell_1,n077_R_CA1_wire_4_cell_1,8.397280233122874,40
n042_L_CA1_wire_3_cell_2,n109_R_CA3_wire_4_cell_1,8.376012965964343,41
n005_L_CA3_wire_2_cell_1,n097_R_CA1_wire_1_cell_1,8.370982552800735,42
n013_L_CA3_wire_4_cell_1,n109_R_CA3_wire_4_cell_1,8.350205198358413,43
n041_L_CA1_wire_3_cell_1,n097_R_CA1_wire_1_cell_1,8.240148354195641,44
n017_L_CA3_wire_5_cell_1,n085_R_CA1_wire_6_cell_1,8.223776223776223,45
n041_L_CA1_wire_3_cell_1,n082_R_CA1_wire_5_cell_2,8.077669902912621,46
n014_L_CA3_wire_4_cell_2,n085_R_CA1_wire_6_cell_1,8.03956834532374,47
